processed_text,source_file
0.02964% Ziggs Illustration Icon + 2 Mythic Essence,image23.png
0.02964% Lunar New Year Poro Icon + 2 Mythic Essence.,image23.png
0.02964% Urgot illustration Icon + 2 Mythic Essence,image23.png
0.02964% Crime City Poro Icon + 2 Mythic Essence,image23.png
0.02964% Quinn Illustration Icon + 2 Mythic Essence,image23.png
0.02964% Viktor Illustration Icon + 2 Mythic Essence,image24.png
0.02964% K'Sante Illustration Icon + 2 Mythic Essence,image24.png
0.02964% Mechs vs. Minions Icon + 2 Mythic Essence,image24.png
0.02964% Xerath illustration Icon + 2 Mythic Essence,image24.png
0.02964% Umi Icon + 2 Mythic Essence,image24.png
0.02964% Crimson Raptor Icon + 2 Mythic Essence,image24.png
0.02964% Malzahar Graphic Icon + 2 Mythic Essence,image24.png
0.02964% Tahm Kench llustration Icon + 2 Mythic Essence,image24.png
0.02964% Cosmic Enchantress Lulu Icon + 2 Mythic Essence,image24.png
0.02964% Crabby Crab Icon + 2 Mythic Essence,image24.png
0.02964% Sweetheart Xayah Icon + 2 Mythic Essence,image24.png
0.02964% K/DA Evelynn Icon + 2 Mythic Essence,image24.png
0.02964% Dragon Icon + 2 Mythic Essence,image24.png
0.02964% Omen of the Cursed Revenant Icon + 2 Mythic Essence,image24.png
0.02964% Playmaker Lee Sin Icon + 2 Mythic Essence.,image24.png
0.02964% Battle Boss Ziggs Icon + 2 Mythic Essence,image24.png
0.02964% Hangzhou 2022 VII Icon + 2 Mythic Essence,image24.png
0.02964% Ina Icon + 2 Mythic Essence,image24.png
0.02964% Dragon Fist Lee Sin Collector Icon + 2 Mythic Essence.,image24.png
0.02964% Bundled Minion Icon + 2 Mythic Essence,image24.png
0.02964% Hwei Illustration Icon + 2 Mythic Essence,image25.png
0.02964% Snowdown 2014 - Battlecast Poro + 2 Mythic Essence,image25.png
0.02964% Love Song Icon + 2 Mythic Essence,image25.png
0.02964% Aatrox Illustration Icon + 2 Mythic Essence,image25.png
0.02964% Zilean Illustration Icon + 2 Mythic Essence,image25.png
0.02964% Tryndamere Illustration Icon + 2 Mythic Essence,image25.png
0.02964% Dark StarShaco Icon + 2 Mythic Essence,image25.png
0.02964% Shaco Illustration Icon + 2 Mythic Essence,image25.png
0.02964% Pulsefire Shen Icon + 2 Mythic Essence,image25.png
0.02964% Anivia Illustration Icon + 2 Mythic Essence,image25.png
0.02964% Rammus Illustration Icon + 2 Mythic Essence,image25.png
0.02964% God Fist Icon + 2 Mythic Essence.,image25.png
0.02964% Pentakill Sona Icon + 2 Mythic Essence,image25.png
0.02964% Bel'Veth Graphic Icon + 2 Mythic Essence,image25.png
0.02964% Katarina Illustration Icon + 2 Mythic Essence,image25.png
0.02964% Death Sworn Katarina Icon + 2 Mythic Essence,image25.png
0.02964% Blood Moon Icon + 2 Mythic Essence,image25.png
0.02964% Jarvan IV Illustration Icon + 2 Mythic Essence,image25.png
0.02964% Janna Illustration Icon + 2 Mythic Essence,image25.png
0.02964% Kisses Icon + 2 Mythic Essence,image25.png
0.02964% Hangzhou 2022 ViIll Icon + 2 Mythic Essence,image26.png
0.02964% Rift Scuttler Icon + 2 Mythic Essence,image26.png
0.02964% Jade Warrior Icon + 2 Mythic Essence.,image26.png
0.02964% Battle Boss Brand Icon + 2 Mythic Essence,image26.png
0.02964% Chiizu Icon + 2 Mythic Essence,image26.png
0.02964% PROJECT: Jhin Icon + 2 Mythic Essence,image26.png
0.02964% Space Day Nautilus Icon + 2 Mythic Essence,image26.png
0.02964% Dark Waters Diana Icon + 2 Mythic Essence,image26.png
"0.02964% Ashes, Ashes Icon + 2 Mythic Essence",image26.png
0.02964% Aurelion Smol Icon + 2 Mythic Essence,image26.png
0.02964% Draven Draven Icon + 2 Mythic Essence.,image26.png
0.02964% Gragas Gas Icon + 2 Mythic Essence,image26.png
0.02964% Lambs Mask Icon + 2 Mythic Essence,image26.png
0.02964% Akali Illustration Icon + 2 Mythic Essence,image26.png
0.02964% Murk Wolf Icon + 2 Mythic Essence,image26.png
0.02964% Carnival Teemo 2015 Icon + 2 Mythic Essence,image26.png
0.02964% Shadow Isles Crest + 2 Mythic Essence,image26.png
0.02964% EI Rayo Icon + 2 Mythic Essence.,image26.png
0.02964% Cosmic Defender Xin Zhao Icon + 2 Mythic Essence,image26.png
0.02964% Rengar Illustration Icon + 2 Mythic Essence,image26.png
0.02964% Hat Trick Icon + 2 Mythic Essence.,image27.png
0.02964% Mordekaiser Illustration Icon + 2 Mythic Essence,image27.png
0.02964% Superior Prototype Icon + 2 Mythic Essence,image27.png
0.02964% Ornn Graphic Icon + 2 Mythic Essence.,image27.png
0.02964% Kuro Icon + 2 Mythic Essence,image27.png
0.02964% Pentakill Icon + 2 Mythic Essence,image27.png
0.02964% Snowdown 2014-Dragon Slayer Poro + 2 Mythic Essence,image27.png
0.02964% Seeing Hat Icon + 2 Mythic Essence.,image27.png
0.02964% Diana Illustration Icon + 2 Mythic Essence.,image27.png
0.02964% HEARTSTEEL Kayn Social Icon + 2 Mythic Essence,image27.png
0.02964% Pentakill Mordekaiser Icon + 2 Mythic Essence,image27.png
0.02964% 2020 High Noon Icon + 2 Mythic Essence,image27.png
0.02964% Lovely Icon + 2 Mythic Essence,image27.png
0.02964% Snow Fawn Poppy Icon + 2 Mythic Essence,image27.png
0.02964% Cosmic Reaver Icon + 2 Mythic Essence,image27.png
0.02964% Corki Corgi Icon + 2 Mythic Essence,image27.png
0.02964% Hangzhou 2022 II Icon + 2 Mythic Essence,image27.png
0.02964% Galio Illustration Icon + 2 Mythic Essence.,image27.png
0.02964% Gragas Illustration Icon + 2 Mythic Essence.,image27.png
0.02964% Sebastien Icon + 2 Mythic Essence,image27.png
0.02964% Santa Draven Icon + 2 Mythic Essence,image28.png
0.02964% Vi llustration Icon + 2 Mythic Essence,image28.png
0.02964% Kai'Sa Illustration Icon + 2 Mythic Essence,image28.png
0.02964% Rakan Illustration Icon +2 Mythic Essence,image28.png
0.02964% Kayle Illustration Icon + 2 Mythic Essence,image28.png
0.02964% Bard illustration Icon + 2 Mythic Essence,image28.png
0.02964% Zyra Illustration Icon + 2 Mythic Essence,image28.png
0.02964% Drop Dead Icon + 2 Mythic Essence,image28.png
0.02964% Blood Moon Aatrox Icon + 2 Mythic Essence,image28.png
0.02964% Cho'Gath Graphic Icon + 2 Mythic Essence,image28.png
0.02964% Arclight Yorick Icon + 2 Mythic Essence,image28.png
0.02964% Camille Illustration Icon + 2 Mythic Essence,image28.png
0.02964% Lucian Illustration Icon + 2 Mythic Essence.,image28.png
0.02964% Arcade Ahri Icon + 2 Mythic Essence,image28.png
0.02964% Star Guardian Xayah Icon + 2 Mythic Essence,image28.png
0.02964% Star Guardian Ahri Icon + 2 Mythic Essence,image28.png
0.02964% Fiddlesticks Illustration Icon + 2 Mythic Essence,image28.png
0.02964% PoppyIllustration Icon + 2 Mythic Essence,image28.png
0.02964% Miss Fortune Illustration Icon + 2 Mythic Essence,image28.png
0.02964% Shyvana Illustration Icon + 2 Mythic Essence,image28.png
0.02964% Pulsefire Icon + 2 Mythic Essence,image29.png
0.02964% Monkey KingIcon + 2 Mythic Essence,image29.png
0.02964% Vaynet Icon + 2 Mythic Essence,image29.png
0.02964% Twitch Illustration Icon + 2 Mythic Essence,image29.png
0.02964% Rek'Sai Illustration Icon + 2 Mythic Essence,image29.png
0.02964% Debonair Icon + 2 Mythic Essence,image29.png
0.02964% Snowdown 2014 - Gentleman Poro + 2 Mythic Essence,image29.png
0.02964% Volibear Graphic Icon + 2 Mythic Essence,image29.png
0.02964% Carnival Mask 2015 Icon + 2 Mythic Essence,image29.png
0.02964% Graves Illustration Icon + 2 Mythic Essence,image29.png
0.02964% Kalista Illustration Icon + 2 Mythic Essence,image29.png
0.02964% Summoning Cauldron Icon + 2 Mythic Essence,image29.png
0.02964% Gnar Illustration Icon + 2 Mythic Essence,image29.png
0.02964% LOLBR X Goba Icon + 2 Mythic Essence,image29.png
0.02964% Draven Illustration Icon + 2 Mythic Essence.,image29.png
0.02964% Sweetheart Rakan Icon + 2 Mythic Essence,image29.png
0.02964% Yuumi Illustration Icon + 2 Mythic Essence,image29.png
0.02964% K/DA Akali Icon + 2 Mythic Essence,image29.png
0.02964% Pajama Guardian Soraka Icon + 2 Mythic Essence,image29.png
0.02964% Warwick Illustration Icon + 2 Mythic Essence,image29.png
0.02964% Brand Illustration Icon + 2 Mythic Essence,image30.png
0.02964% Chicken on a Pizza Icon + 2 Mythic Essence,image30.png
0.02964% Zephyr Icon + 2 Mythic Essence,image30.png
0.02964% Pool Party Caitlyn Icon + 2 Mythic Essence,image30.png
0.02964% Bitey Icon + 2 Mythic Essence,image30.png
0.02964% Caitlyn Illustration Icon + 2 Mythic Essence,image30.png
0.02964% Pajama Guardian Miss Fortune Icon + 2 Mythic Essence,image30.png
0.02964% Not the Beemo!+ 2 Mythic Essence,image30.png
0.02964% Vex Illustration Icon + 2 Mythic Essence,image30.png
0.02964% Lunar Guardian Icon + 2 Mythic Essence,image30.png
0.02964% Dark Waters Vladimir Icon + 2 Mythic Essence,image30.png
0.02964% Soaring Sword Fiora Icon + 2 Mythic Essence,image30.png
0.02964% Super Galaxy Icon + 2 Mythic Essence,image30.png
0.02964% HEARTSTEEL Aphelios Social Icon + 2 Mythic Essence,image30.png
0.02964% Pythagoras Icon+ 2MythicEssence,image30.png
0.02964% Rengar Cat Icon + 2 Mythic Essence,image30.png
0.02964% The Mageseeker - Morgana Icon + 2 Mythic Essence,image30.png
0.02964% VeigarIllustration Icon + 2Mythic Essence,image30.png
0.02964% Papercraft Anivia Icon + 2 Mythic Essence,image30.png
0.02964% Zeri Illustration Icon + 2 Mythic Essence,image30.png
0.02964% Kled Illustration Icon + 2 Mythic Essence,image31.png
0.02964% Garen llustration Icon + 2 Mythic Essence,image31.png
0.02964% Ryze Illustration Icon + 2 Mythic Essence.,image31.png
0.02964% Gangplank Illustration Icon + 2 Mythic Essence.,image31.png
0.02964% Hangzhou 2022 IV Icon + 2 Mythic Essence,image31.png
0.02964% Pulsefire Riven Icon + 2 Mythic Essence,image31.png
0.02964% Space Food Zac Icon + 2 Mythic Essence,image31.png
0.02964% Jinx Illustration Icon + 2 Mythic Essence,image31.png
0.02964% High Noon Gothic Icon + 2 Mythic Essence.,image31.png
0.02964% Death Sworn Zed Icon + 2 Mythic Essence.,image31.png
0.02964% Ashe's Tambourine Icon + 2 Mythic Essence,image31.png
0.02964% Star Guardian Icon + 2 Mythic Essence,image31.png
0.02964% Taliyah llustration Icon + 2 Mythic Essence,image31.png
0.02964% LupineBattleaxe Icon + 2MythicEssence,image31.png
0.02964% Light's Hammer Icon + 2 Mythic Essence,image31.png
0.02964% Battlecast Icon + 2MythicEssence,image31.png
0.02964% Viego Illustration Icon + 2 Mythic Essence.,image31.png
0.02964% FirecrackerJinx Icon + 2 Mythic Essence,image31.png
0.02964% Sweeper Rammus Icon + 2 Mythic Essence.,image31.png
0.02964% Radiant Staff Icon + 2 Mythic Essence,image31.png
0.02964% Snowflake Icon + 2 Mythic Essence,image32.png
0.02964% Akali Graphic Icon + 2 Mythic Essence,image32.png
0.02964% Wolf Banner Icon + 2 Mythic Essence,image32.png
0.02964% Poro Love Icon + 2 Mythic Essence.,image32.png
0.02964% Evelynn Illustration Icon + 2 Mythic Essence,image32.png
0.02964% Heartpiercer Fiora Icon + 2 Mythic Essence,image32.png
0.02964% Heartseeker Icon+2MythicEssence,image32.png
0.02964% Arcade Ezreal Icon + 2 Mythic Essence,image32.png
0.02964% Transcendent Icon + 2 Mythic Essence,image32.png
0.02964% PROJECT: Vi Icon + 2 Mythic Essence,image32.png
0.02964% Veigar's Staff Icon + 2 Mythic Essence.,image32.png
0.02964% Pajama Guardian Lux Icon + 2 Mythic Essence,image32.png
0.02964% Red-nosed Poro Icon + 2 Mythic Essence,image32.png
0.02964% TheMageseeker- Jarvan IVIcon + 2Mythic Essence,image32.png
0.02964% Blitzcrank Illustration Icon + 2 Mythic Essence,image32.png
0.02964% Azir Illustration Icon + 2 Mythic Essence,image32.png
0.02964% Blood Moon Talon Icon + 2 Mythic Essence.,image32.png
0.02964% Skarner Illustration Icon II + 2 Mythic Essence,image32.png
0.02964% Leona Illustration Icon + 2 Mythic Essence.,image32.png
0.02964% HEARTSTEEL Sett Social Icon + 2 Mythic Essence,image32.png
0.02964% Syndra Illustration Icon + 2 Mythic Essence,image33.png
0.02964% Heartbreaker Vi Icon + 2 Mythic Essence,image33.png
0.02964% Cosmic Blade Icon + 2 Mythic Essence,image33.png
0.02964% Anivia Graphic Icon + 2 Mythic Essence.,image33.png
0.02964% Prototype 00 Icon + 2 Mythic Essence,image33.png
0.02964% Coven 2020 Icon + 2 Mythic Essence,image33.png
0.02964% Dark Star Thresh Icon + 2 Mythic Essence,image33.png
0.02964% Xin Zhao Illustration Icon + 2 Mythic Essence,image33.png
0.02964% Hangzhou 2022 V Icon + 2 Mythic Essence,image33.png
0.02964% Sona Illustration Icon + 2 Mythic Essence,image33.png
0.02964% Blood Moon Diana Icon + 2 Mythic Essence,image33.png
0.02964% Super Galaxy Annie Icon + 2 Mythic Essence,image33.png
0.02964% Heartseeker Quinn Icon + 2 Mythic Essence.,image33.png
0.02964% Shiro Icon + 2 Mythic Essence,image33.png
0.02964% Nilah Illustration Icon + 2 Mythic Essence,image33.png
0.02964% BurningHunger Icon + 2 Mythic Essence.,image33.png
0.02964% Twisted Fate Illustration Icon + 2 Mythic Essence,image33.png
0.02964% Milio Illustration Icon + 2 Mythic Essence,image33.png
0.02964% Eternum Cassiopeia Icon + 2 Mythic Essence.,image33.png
0.02964% Kassadin Illustration Icon + 2 Mythic Essence,image33.png
0.02964% Sett lllustration Icon + 2 Mythic Essence,image34.png
0.02964% HEARTSTEEL Ezreal Social Icon + 2 Mythic Essence,image34.png
0.02964% Pentakill Kayle Icon + 2 MythicEssence.,image34.png
0.02964% Sejuani Illustration Icon + 2 Mythic Essence.,image34.png
0.02964% Malphite Illustration Icon + 2 Mythic Essence,image34.png
0.02964% Pentakill Karthus Icon + 2 Mythic Essence,image34.png
0.02964% El Macho Icon + 2 Mythic Essence,image34.png
0.02964% Pizza Delivery Sivir Icon + 2 Mythic Essence,image34.png
0.02964% Samira Illustration Icon + 2 Mythic Essence,image34.png
0.02964% Super Galaxy Elise Icon + 2 Mythic Essence.,image34.png
0.02964% Darius Illustration Icon + 2 Mythic Essence.,image34.png
0.02964% Resist Icon +2MythicEssence,image34.png
0.02964% Elise Illustration Icon + 2 Mythic Essence,image34.png
0.02964% Super Galaxy Shyvana Icon + 2 Mythic Essence,image34.png
0.02964% Poro Cosplay Icon + 2 Mythic Essence,image34.png
0.02964% Lux Illustration Icon + 2 Mythic Essence,image34.png
0.02964% Jade Emperor Icon + 2 Mythic Essence,image34.png
0.02964% Arcade Corki Icon + 2 Mythic Essence,image34.png
0.02964% Vladimir Illustration Icon + 2 Mythic Essence.,image34.png
0.02964% Naafiri Illustration Icon + 2 Mythic Essence,image34.png
0.02964% Xayah Illustration Icon + 2 Mythic Essence,image35.png
0.02964% Pentakill Olaf Icon + 2 Mythic Essence,image35.png
0.02964% Gwen Illustration Icon + 2 Mythic Essence.,image35.png
0.02964% Blood Moon Kennen Icon + 2 Mythic Essence,image35.png
0.02964% Wolf's Mask Icon + 2 Mythic Essence,image35.png
0.02964% KogMaw Illustration Icon + 2 Mythic Essence,image35.png
0.02964% Blood Moon Twisted Fate Icon + 2 Mythic Essence,image35.png
0.02964% Rigel Icon + 2 Mythic Essence,image35.png
0.02964% Meowcon + 2 Mythic Essence,image35.png
0.02964% Braum Illustration Icon + 2 Mythic Essence,image35.png
0.02964% Recon PROJECT:Ashe Icon + 2 Mythic Essence,image35.png
0.02964% Rek'sai Graphic Icon + 2 Mythic Essence,image35.png
0.02964% Blood Moon Sivir Icon + 2 Mythic Essence,image35.png
0.02964% Mecha Icon + 2MythicEssence,image35.png
0.02964%Dark Star Poro Icon + 2 Mythic Essence,image35.png
0.02964% Teemo Illustration Icon II Icon + 2 Mythic Essence,image35.png
0.02964% Nami Illustration Icon + 2 Mythic Essence.,image35.png
0.02964% Baron Nashor Icon + 2 Mythic Essence,image35.png
0.02964% Aphelios llustration Icon + 2 Mythic Essence,image35.png
0.02964% Maokai Illustration Icon + 2 Mythic Essence,image35.png
0.02964% Pool Party Zoe Icon + 2 Mythic Essence,image36.png
0.02964% Hecarim Illustration Icon + 2 Mythic Essence,image36.png
0.02964% Full Moon And Reunion Icon + 2 Mythic Essence.,image36.png
0.02964% Dearest Deer Icon + 2 Mythic Essence,image36.png
0.02964% PROJECT: Ashe Icon + 2 Mythic Essence,image36.png
0.02964% Ambitious Elf Jinx Icon + 2 Mythic Essence.,image36.png
0.02964% Blood Seal Icon + 2 Mythic Essence,image36.png
0.02964% Nasus Illustration Icon + 2 Mythic Essence.,image36.png
0.02964% Shen Illustration Icon + 2 Mythic Essence.,image36.png
0.02964% Candy Fest 2014 - Cupcake Icon + 2 Mythic Essence,image36.png
0.02964% Pajama Guardian Lulu Icon + 2 Mythic Essence.,image36.png
0.02964% Mega Shark Icon + 2 Mythic Essence,image36.png
0.02964% Tristana Illustration Icon + 2 Mythic Essence,image36.png
0.02964% Bilgewater Crest + 2 Mythic Essence,image36.png
0.02964% Annie Illustration Icon + 2 Mythic Essence.,image36.png
0.02964% Trundle Illustration Icon + 2 Mythic Essence.,image36.png
0.02964% Cosmic Genesis Icon + 2Mythic Essence,image36.png
0.02964% Aurelion Sol Illustration Icon + 2 Mythic Essence,image36.png
0.02964% Fortunate Poro 2024 Icon + 2 Mythic Essence,image36.png
0.02964% Poro Artist Icon + 2 Mythic Essence,image36.png
0.02964% Blood Moon Yasuo Icon + 2 Mythic Essence,image37.png
0.02964% Pyke Illustration Icon + 2 Mythic Essence,image37.png
0.02964% Dragon Boat Poro 2024 Icon + 2 Mythic Essence,image37.png
0.02964% The Mageseeker - Lux Icon + 2 Mythic Essence,image37.png
0.02964% Hangzhou 2022T Icon + 2 Mythic Essence,image37.png
0.02964% Pentakill Il Icon + 2 Mythic Essence,image37.png
0.02964% Eternal Sword Yi Icon + 2 Mythic Essence,image37.png
0.02964% H-28G Icon + 2 Mythic Essence,image37.png
0.02964% Good Boi Ernest Icon + 2 Mythic Essence,image37.png
0.02964% Lee Sin Illustration Icon II + 2 Mythic Essence,image37.png
0.02964% Swain Illustration Icon + 2 Mythic Essence,image37.png
0.02964% Mecha Zero Icon + 2 Mythic Essence,image37.png
0.02964% Talon Illustration Icon + 2 Mythic Essence,image37.png
0.02964% SennaIllustration Icon + 2Mythic Essence,image37.png
0.02964% Immortal Sight Icon + 2 Mythic Essence,image37.png
0.02964% Pool Party Gangplank Icon + 2 Mythic Essence,image37.png
0.02964% Fizz Illustration Icon + 2 Mythic Essence,image37.png
0.02964% Sylas Illustration Icon + 2 Mythic Essence,image37.png
0.02964% Busy Bee + 2 Mythic Essence,image37.png
0.02964% Star Guardian Rakan Icon + 2 Mythic Essence,image37.png
0.02964% Zoe Illustration Icon + 2 Mythic Essence,image38.png
"0.05343% Good Job,Buddy!+2 Mythic Essence",image39.png
